        	acceptance	adoration	affection	aggravation	agitation	agony   	alarm   	alienation	amusement	anger   	anguish 	annoyance	anticipation	anxiety 	apprehension	arousal 	attraction	aversion	bitterness	bliss   	compassion	contempt	courage 	defeat  	dejection	delight 	depression	desire  	despair 	disappointment	disgust 	dislike 	dismay  	displeasure	distress	dread   	eagerness	ecstasy 	elation 	embarrassment	enthusiasm	envy    	euphoria	exasperation	excitement	exhilaration	fear    	ferocity	fondness	fright  	frustration	fury    	gaiety  	gladness	glee    	gloom   	glumness	grief   	grouchiness	grumpiness	guilt   	happiness	hate    	homesickness	hope    	hopelessness	horror  	hostility	humiliation	hurt    	hysteria	infatuation	insecurity	insult  	interest	irritation	isolation	jealousy	jolliness	joviality	joy     	jubilation	liking  	loathing	loneliness	love    	lust    	melancholy	misery  	mortification	neglect 	optimism	outrage 	pain    	panic   	passion 	pity    	pleasure	pride   	rage    	rapture 	regret  	rejection	relief  	remorse 	resentment	revulsion	sadness 	satisfaction	scorn   	shame   	shock   	sorrow  	spite   	suffering	surprise	sympathy	tenderness	tenseness	terror  	thrill  	torment 	triumph 	uneasiness	unhappiness	vengefulness	woe     	wonder  	worry   	wrath   	zeal    	zest    	
neglect 	0.332014	0.321076	0.289007	0.354741	0.320958	0.223968	0.317798	0.387532	0.329094	0.298013	0.352823	0.365989	0.359589	0.312402	0.331729	0.334766	0.326062	0.297016	0.341607	0.192704	0.318482	0.365005	0.282069	0.333546	0.416121	0.280909	0.326388	0.332064	0.343043	0.397023	0.277115	0.299218	0.424369	0.353396	0.309214	0.277758	0.353132	0.252195	0.293761	0.341018	0.294655	0.315329	0.248606	0.309908	0.340164	0.399055	0.326339	0.323053	0.262503	0.278185	0.320068	0.285226	0.325837	0.313508	0.156191	0.305409	0.295214	0.297038	0.309748	0.319236	0.312702	0.331015	0.292812	0.347074	0.277298	0.384424	0.248518	0.379916	0.327639	0.315726	0.249813	0.233763	0.363793	0.349330	0.378497	0.298168	0.363064	0.300352	0.221187	0.322224	0.326711	0.313006	0.329845	0.309130	0.355816	0.276705	0.319762	0.206718	0.348877	0.291893	1.000000	0.336186	0.291989	0.314461	0.300448	0.368330	0.304028	0.391435	0.317133	0.309113	0.210193	0.336581	0.377005	0.323161	0.372613	0.317444	0.342504	0.341032	0.353458	0.266086	0.342119	0.326128	0.265775	0.370531	0.393324	0.341562	0.383621	0.320318	0.385315	0.319488	0.232292	0.324654	0.262281	0.311903	0.309979	0.309124	0.301557	0.296394	0.296796	0.273023	0.273274	0.323433	
optimism	0.435537	0.320411	0.348020	0.453128	0.282611	0.296922	0.369202	0.377418	0.371612	0.375259	0.408716	0.458363	0.368220	0.352945	0.352240	0.402379	0.388504	0.329792	0.368642	0.310724	0.420315	0.389588	0.403480	0.395016	0.341409	0.329516	0.374786	0.369234	0.369438	0.442396	0.296394	0.370766	0.427369	0.316477	0.393779	0.312034	0.427911	0.326683	0.406253	0.334598	0.386537	0.361916	0.374047	0.359326	0.435897	0.429512	0.349384	0.332620	0.279013	0.292071	0.409544	0.364418	0.328053	0.351069	0.252281	0.389758	0.320637	0.354701	0.447237	0.448537	0.336415	0.406354	0.351634	0.377830	0.433858	0.419495	0.286802	0.337836	0.351678	0.390888	0.316976	0.284107	0.400807	0.426748	0.397979	0.434903	0.362011	0.356935	0.350576	0.365554	0.402674	0.387957	0.374429	0.363123	0.430760	0.365639	0.392691	0.329039	0.381555	0.374101	0.336186	1.000000	0.374575	0.388509	0.319835	0.404434	0.312534	0.387636	0.402224	0.353942	0.378345	0.407286	0.359545	0.448543	0.333428	0.366041	0.364224	0.403028	0.399227	0.363336	0.323207	0.433492	0.347358	0.378291	0.423592	0.385877	0.403905	0.401599	0.356237	0.329759	0.375117	0.401153	0.386045	0.316935	0.360106	0.399600	0.314586	0.383622	0.351854	0.328164	0.359846	0.446843	
outrage 	0.371038	0.301851	0.304028	0.426757	0.284731	0.251447	0.328631	0.334728	0.317148	0.431904	0.380344	0.442383	0.354396	0.315214	0.317408	0.312630	0.389092	0.310904	0.377567	0.283533	0.345706	0.378350	0.357987	0.334656	0.301741	0.317760	0.332156	0.319885	0.330169	0.381496	0.312742	0.324111	0.367137	0.325081	0.322506	0.278439	0.370386	0.262437	0.371241	0.303562	0.316179	0.344281	0.281254	0.400123	0.369987	0.357558	0.351921	0.391436	0.264088	0.263934	0.401318	0.389484	0.283871	0.302073	0.212495	0.322625	0.266375	0.332078	0.424002	0.390881	0.322962	0.335442	0.348529	0.338751	0.359092	0.351221	0.261599	0.338028	0.310493	0.375128	0.255717	0.289225	0.363359	0.367442	0.356129	0.398268	0.342203	0.352386	0.258471	0.309845	0.348257	0.306053	0.327424	0.345479	0.358554	0.327423	0.359273	0.243800	0.336204	0.300814	0.291989	0.374575	1.000000	0.306827	0.300154	0.375011	0.293748	0.330960	0.326275	0.404149	0.265990	0.346397	0.334173	0.376540	0.322525	0.376353	0.393491	0.372642	0.328555	0.337479	0.303282	0.394689	0.310211	0.400380	0.376685	0.353475	0.338597	0.315062	0.329780	0.280495	0.263397	0.374115	0.320641	0.301944	0.321501	0.404761	0.293862	0.334955	0.325515	0.376535	0.298178	0.351098	
pain    	0.434183	0.285651	0.378709	0.428186	0.256861	0.384144	0.391423	0.367447	0.330410	0.363243	0.469255	0.370388	0.334484	0.360090	0.403719	0.407506	0.360610	0.327198	0.362175	0.313385	0.446384	0.382820	0.395705	0.407258	0.331306	0.329026	0.346455	0.371496	0.357347	0.450135	0.284447	0.385104	0.402016	0.316463	0.412842	0.330673	0.398276	0.356446	0.362665	0.313142	0.379941	0.354581	0.388925	0.315405	0.419263	0.402274	0.336782	0.317442	0.297808	0.360255	0.426302	0.364013	0.321225	0.293915	0.277250	0.429159	0.334861	0.355787	0.397096	0.396007	0.310423	0.380391	0.370016	0.351143	0.376945	0.401870	0.275807	0.335659	0.341363	0.475905	0.332107	0.295925	0.385847	0.461284	0.376671	0.412369	0.377367	0.343648	0.315528	0.315355	0.382423	0.381413	0.382436	0.383203	0.446563	0.359215	0.373575	0.370846	0.399906	0.401175	0.314461	0.388509	0.306827	1.000000	0.309176	0.392949	0.324529	0.461943	0.328527	0.372087	0.380155	0.387051	0.382537	0.569998	0.330329	0.364515	0.387051	0.446151	0.314499	0.379568	0.306851	0.445663	0.381648	0.346112	0.534491	0.357684	0.418494	0.443343	0.369623	0.328911	0.399471	0.449923	0.363152	0.306698	0.426243	0.422059	0.322592	0.403370	0.357926	0.346650	0.331023	0.410228	
panic   	0.320151	0.253785	0.248420	0.334705	0.238252	0.189774	0.329594	0.299937	0.270040	0.346669	0.300333	0.350492	0.323719	0.555133	0.362248	0.282120	0.347909	0.268858	0.300444	0.182237	0.292217	0.292970	0.308623	0.309218	0.313931	0.247932	0.424405	0.297019	0.328478	0.333417	0.240574	0.249525	0.343226	0.264246	0.315147	0.360984	0.300675	0.245953	0.300351	0.301133	0.257838	0.303639	0.234732	0.253874	0.322699	0.325551	0.406899	0.298896	0.204372	0.317741	0.346884	0.286760	0.229850	0.242478	0.160809	0.259476	0.218065	0.349651	0.307457	0.293704	0.302915	0.297333	0.271434	0.362989	0.320705	0.370612	0.263508	0.330780	0.304498	0.339591	0.316892	0.241405	0.358444	0.332213	0.316678	0.294276	0.312962	0.325399	0.200010	0.284426	0.259342	0.269516	0.271841	0.267971	0.351169	0.246784	0.281595	0.187456	0.299840	0.282751	0.300448	0.319835	0.300154	0.309176	1.000000	0.325647	0.262298	0.314984	0.270404	0.311129	0.180030	0.333313	0.366633	0.358092	0.278341	0.360810	0.274932	0.316778	0.302169	0.225496	0.316379	0.340516	0.259161	0.349439	0.369363	0.297349	0.325522	0.235047	0.371882	0.305789	0.193375	0.312002	0.253084	0.392817	0.288603	0.263369	0.255833	0.299831	0.352258	0.212034	0.240512	0.295648	
passion 	0.458898	0.404311	0.445746	0.450676	0.348228	0.344851	0.396201	0.410149	0.358022	0.423909	0.467160	0.404685	0.404234	0.363311	0.384749	0.430264	0.475427	0.376710	0.392687	0.342986	0.452897	0.423931	0.460453	0.424981	0.373655	0.380594	0.372608	0.476379	0.393402	0.471450	0.285987	0.406825	0.445402	0.367098	0.396450	0.357653	0.521860	0.383971	0.432511	0.311426	0.514630	0.400943	0.398904	0.355531	0.527988	0.478992	0.369962	0.420008	0.453389	0.326914	0.474176	0.419326	0.382331	0.358580	0.306781	0.434736	0.351327	0.396656	0.413841	0.404830	0.351292	0.422499	0.422958	0.408007	0.427356	0.434076	0.297562	0.357612	0.363346	0.440733	0.345096	0.443899	0.437988	0.465141	0.430702	0.431265	0.407966	0.408464	0.347297	0.384670	0.426278	0.441882	0.437748	0.408814	0.463142	0.434404	0.467151	0.363466	0.411284	0.376999	0.368330	0.404434	0.375011	0.392949	0.325647	1.000000	0.361066	0.388032	0.367051	0.416743	0.394522	0.426961	0.396616	0.438818	0.377952	0.399990	0.419858	0.431645	0.357831	0.407926	0.343815	0.463352	0.408141	0.387352	0.501259	0.401498	0.441759	0.493667	0.394058	0.349450	0.416089	0.456949	0.394435	0.358367	0.374686	0.406326	0.370748	0.441825	0.378020	0.354164	0.462145	0.471481	
pity    	0.376038	0.292561	0.341566	0.353303	0.276943	0.270465	0.333294	0.343028	0.287470	0.294899	0.366211	0.351530	0.327189	0.329731	0.327879	0.339726	0.322652	0.310391	0.350960	0.295112	0.451042	0.370753	0.374852	0.318883	0.307693	0.289049	0.304259	0.353342	0.314726	0.361773	0.249830	0.363052	0.353164	0.295006	0.323555	0.298086	0.349867	0.290341	0.342927	0.285596	0.331888	0.335541	0.322760	0.279459	0.357478	0.360191	0.342353	0.308181	0.281869	0.284171	0.353643	0.315904	0.300868	0.277489	0.199954	0.351782	0.289026	0.307814	0.321636	0.318561	0.379332	0.321006	0.365107	0.301268	0.316848	0.330430	0.239667	0.268274	0.312108	0.343165	0.291590	0.273206	0.357428	0.358844	0.340928	0.341601	0.334222	0.336347	0.257506	0.292751	0.338795	0.326481	0.335047	0.356608	0.374683	0.343338	0.336315	0.297665	0.348575	0.352547	0.304028	0.312534	0.293748	0.324529	0.262298	0.361066	1.000000	0.316108	0.363941	0.323070	0.299803	0.334548	0.331592	0.341310	0.379653	0.333922	0.348588	0.364561	0.278796	0.322932	0.289746	0.377562	0.338608	0.343106	0.409988	0.306398	0.450308	0.364936	0.325528	0.297869	0.321406	0.344005	0.312214	0.306662	0.318455	0.356333	0.287274	0.347409	0.302578	0.293932	0.285232	0.337499	
pleasure	0.372291	0.361161	0.331474	0.408042	0.334718	0.264125	0.324623	0.354033	0.409085	0.339808	0.402571	0.423657	0.435868	0.302009	0.364970	0.390722	0.374285	0.357669	0.406777	0.216940	0.351725	0.380247	0.349225	0.325107	0.413112	0.433705	0.348664	0.372372	0.360242	0.398280	0.296391	0.351159	0.423502	0.544639	0.358977	0.303100	0.407926	0.285981	0.375452	0.334667	0.326748	0.349917	0.288138	0.352751	0.388928	0.443504	0.408289	0.352621	0.310431	0.298252	0.352315	0.330554	0.384841	0.471224	0.187309	0.337530	0.271991	0.338703	0.346781	0.349289	0.364763	0.433550	0.363174	0.350400	0.350247	0.389328	0.269854	0.387654	0.330677	0.378317	0.275542	0.277364	0.387711	0.354168	0.433976	0.345069	0.365775	0.345832	0.309082	0.394060	0.434325	0.337259	0.397308	0.348900	0.368317	0.323801	0.353295	0.235476	0.378970	0.294075	0.391435	0.387636	0.330960	0.461943	0.314984	0.388032	0.316108	1.000000	0.346049	0.340587	0.252139	0.358566	0.374573	0.415163	0.381660	0.390640	0.385092	0.429694	0.404744	0.288969	0.342754	0.342005	0.322654	0.417382	0.450327	0.404356	0.362305	0.335821	0.398946	0.327485	0.260771	0.365560	0.294879	0.337908	0.372665	0.348939	0.312909	0.336441	0.344964	0.290724	0.313494	0.367008	
pride   	0.390651	0.333673	0.364196	0.420347	0.278247	0.281177	0.339617	0.356965	0.372257	0.338898	0.384940	0.412890	0.376781	0.324830	0.355118	0.350073	0.345613	0.338591	0.453141	0.282143	0.387575	0.427472	0.376733	0.359227	0.367987	0.332684	0.328642	0.372125	0.330012	0.397380	0.284587	0.383303	0.405267	0.325091	0.334531	0.292238	0.386452	0.281369	0.401475	0.434865	0.349470	0.378640	0.333697	0.349143	0.362382	0.398365	0.348264	0.309493	0.294944	0.290592	0.370451	0.353226	0.311783	0.362023	0.219990	0.371650	0.306206	0.303814	0.372528	0.367272	0.403714	0.379430	0.377189	0.304050	0.356744	0.395132	0.253059	0.315639	0.378241	0.359388	0.287925	0.301810	0.387745	0.393002	0.363715	0.391254	0.344909	0.390404	0.306129	0.343581	0.403213	0.367633	0.369856	0.395935	0.400555	0.397424	0.395105	0.311635	0.360634	0.383804	0.317133	0.402224	0.326275	0.328527	0.270404	0.367051	0.363941	0.346049	1.000000	0.328068	0.315339	0.384341	0.354196	0.377325	0.362974	0.405384	0.382453	0.415348	0.337460	0.357257	0.390595	0.390956	0.328678	0.364556	0.392760	0.378576	0.380337	0.385331	0.344523	0.295032	0.331073	0.369264	0.343224	0.320829	0.345579	0.407318	0.308691	0.364880	0.334967	0.335739	0.319140	0.385741	
rage    	0.415147	0.304843	0.370552	0.486271	0.307019	0.292533	0.362365	0.357025	0.346913	0.555773	0.426626	0.490677	0.391527	0.365413	0.366071	0.379692	0.390657	0.357151	0.415597	0.299059	0.425062	0.435291	0.411541	0.380430	0.356710	0.334363	0.388627	0.374700	0.380868	0.452338	0.329531	0.385782	0.402346	0.396785	0.380887	0.326214	0.426926	0.343582	0.372515	0.311562	0.382958	0.391247	0.356181	0.466238	0.427590	0.391142	0.396568	0.422080	0.298990	0.325351	0.503676	0.500660	0.314815	0.307437	0.242611	0.414061	0.309285	0.383945	0.478799	0.433181	0.324703	0.374213	0.402464	0.360109	0.392931	0.403478	0.261056	0.395230	0.359054	0.445785	0.324182	0.321821	0.397764	0.475059	0.406540	0.528698	0.373953	0.377932	0.266296	0.356339	0.379938	0.381577	0.378131	0.444317	0.418327	0.376781	0.399383	0.364092	0.358222	0.361201	0.309113	0.353942	0.404149	0.372087	0.311129	0.416743	0.323070	0.340587	0.328068	1.000000	0.362530	0.371818	0.386192	0.440896	0.391011	0.456802	0.426707	0.446347	0.300547	0.375269	0.328726	0.438855	0.369211	0.392190	0.432921	0.390977	0.411819	0.420285	0.369191	0.329390	0.367936	0.424263	0.350978	0.336963	0.381387	0.474538	0.338825	0.418967	0.358357	0.463284	0.342360	0.428001	
rapture 	0.495390	0.276749	0.476116	0.490919	0.254002	0.472793	0.472464	0.392583	0.309303	0.233554	0.499670	0.362284	0.295559	0.286741	0.382461	0.526214	0.257295	0.307130	0.297190	0.495689	0.508439	0.430929	0.468453	0.417381	0.272923	0.455056	0.210305	0.381612	0.308360	0.461112	0.211968	0.531282	0.396892	0.279610	0.449863	0.344880	0.488246	0.496687	0.445176	0.201379	0.528272	0.323427	0.606933	0.319931	0.502572	0.410940	0.256613	0.295195	0.341110	0.388950	0.450531	0.421998	0.422242	0.299055	0.371397	0.571863	0.461531	0.231000	0.456867	0.424054	0.216643	0.292264	0.406532	0.267021	0.381070	0.305406	0.225916	0.172779	0.308077	0.318395	0.422496	0.299715	0.311845	0.505209	0.363532	0.555506	0.328486	0.222391	0.456401	0.310911	0.439079	0.489084	0.443669	0.462654	0.450810	0.451397	0.401546	0.606471	0.346315	0.581097	0.210193	0.378345	0.265990	0.380155	0.180030	0.394522	0.299803	0.252139	0.315339	0.362530	1.000000	0.353769	0.248468	0.393182	0.296457	0.231828	0.423433	0.432781	0.214485	0.490696	0.208395	0.566789	0.458184	0.209701	0.401879	0.338383	0.467153	0.661662	0.294133	0.331933	0.709215	0.426697	0.449408	0.275580	0.324170	0.476377	0.350738	0.488786	0.257502	0.418620	0.456298	0.483618	
regret  	0.443238	0.316113	0.373275	0.426192	0.239115	0.316239	0.382185	0.398841	0.338274	0.386868	0.435698	0.392991	0.339442	0.367115	0.374055	0.403988	0.420722	0.332043	0.371697	0.296372	0.421304	0.405359	0.439066	0.397714	0.334977	0.323702	0.382168	0.407297	0.381381	0.495706	0.284293	0.379516	0.429954	0.316455	0.395083	0.333677	0.403733	0.352459	0.396776	0.354533	0.371710	0.414840	0.374600	0.317535	0.412239	0.410771	0.394709	0.351473	0.287456	0.281663	0.444972	0.396981	0.305370	0.319474	0.252664	0.409379	0.372998	0.415771	0.411597	0.403789	0.409251	0.389131	0.381547	0.387642	0.430455	0.424598	0.324415	0.338526	0.387711	0.411673	0.334524	0.329099	0.410553	0.459236	0.385617	0.417670	0.391461	0.392864	0.321592	0.325944	0.385967	0.366331	0.384249	0.369475	0.461719	0.391264	0.403627	0.354127	0.410442	0.392738	0.336581	0.407286	0.346397	0.387051	0.333313	0.426961	0.334548	0.358566	0.384341	0.371818	0.353769	1.000000	0.390497	0.457019	0.449246	0.414592	0.384133	0.440651	0.368408	0.348757	0.396463	0.449795	0.383704	0.376090	0.464497	0.385375	0.436117	0.418998	0.371213	0.325712	0.355942	0.439094	0.379418	0.337326	0.371581	0.393341	0.342021	0.406762	0.363861	0.329413	0.338922	0.398031	
rejection	0.436201	0.312722	0.337791	0.394130	0.280466	0.244154	0.348439	0.358007	0.327152	0.437489	0.378188	0.403246	0.379744	0.376144	0.356786	0.346470	0.418193	0.332639	0.374479	0.240610	0.384784	0.396065	0.387564	0.360604	0.398513	0.305186	0.397680	0.386812	0.367390	0.436444	0.301098	0.338952	0.399276	0.345038	0.349934	0.323962	0.386256	0.281317	0.336475	0.353095	0.338828	0.384421	0.293990	0.318165	0.387402	0.384274	0.421949	0.366662	0.302198	0.310756	0.427893	0.356896	0.306830	0.311542	0.197684	0.341603	0.291283	0.392468	0.358583	0.358676	0.360025	0.389898	0.366091	0.396454	0.365653	0.398833	0.288007	0.370654	0.374094	0.417888	0.273514	0.332741	0.442407	0.425251	0.401863	0.367920	0.429106	0.386629	0.249300	0.341164	0.337171	0.331215	0.354330	0.365265	0.443457	0.353163	0.351083	0.256826	0.390338	0.301977	0.377005	0.359545	0.334173	0.382537	0.366633	0.396616	0.331592	0.374573	0.354196	0.386192	0.248468	0.390497	1.000000	0.403759	0.379735	0.439019	0.362007	0.396487	0.349942	0.282190	0.389605	0.377500	0.326301	0.385692	0.425861	0.358871	0.407440	0.334861	0.369784	0.303643	0.268582	0.398333	0.312221	0.346525	0.391437	0.373259	0.345281	0.353685	0.382129	0.283300	0.307859	0.383024	
relief  	0.485997	0.324268	0.387854	0.506636	0.297310	0.323532	0.390355	0.376642	0.364152	0.506013	0.453474	0.469069	0.387518	0.430029	0.409018	0.402350	0.461575	0.344152	0.414270	0.326840	0.454918	0.397525	0.446932	0.420286	0.374479	0.361443	0.436348	0.404441	0.394005	0.511941	0.287017	0.390210	0.427687	0.352717	0.442641	0.357775	0.482536	0.356043	0.408796	0.346893	0.420823	0.386129	0.389235	0.404668	0.498550	0.463765	0.382261	0.388719	0.311347	0.350799	0.544435	0.428291	0.330157	0.344799	0.274591	0.422455	0.345884	0.459039	0.501648	0.476247	0.379813	0.433309	0.392027	0.423916	0.437993	0.451623	0.299522	0.369288	0.366501	0.500461	0.335823	0.350363	0.456441	0.482968	0.390190	0.503378	0.401034	0.410536	0.330900	0.374389	0.419030	0.402021	0.387581	0.391775	0.467105	0.398729	0.399604	0.354450	0.428872	0.380916	0.323161	0.448543	0.376540	0.569998	0.358092	0.438818	0.341310	0.415163	0.377325	0.440896	0.393182	0.457019	0.403759	1.000000	0.366065	0.445479	0.392494	0.469192	0.376065	0.371342	0.341273	0.479542	0.384451	0.383362	0.510682	0.413412	0.448679	0.426179	0.400447	0.323829	0.392595	0.468197	0.405563	0.366262	0.433645	0.427655	0.369360	0.440271	0.439776	0.367252	0.373959	0.489993	
remorse 	0.396792	0.338119	0.343687	0.408189	0.309960	0.285946	0.354479	0.356042	0.351945	0.347674	0.449189	0.458441	0.410833	0.293967	0.347306	0.355557	0.351360	0.320021	0.388726	0.248688	0.379725	0.415971	0.384571	0.365702	0.421889	0.331579	0.332319	0.384511	0.379609	0.456767	0.290323	0.380656	0.439689	0.400939	0.330301	0.316871	0.424940	0.286333	0.364955	0.378940	0.367901	0.391699	0.334425	0.399289	0.368837	0.387377	0.395181	0.356249	0.318539	0.316081	0.388049	0.369570	0.351746	0.363284	0.207206	0.417520	0.355558	0.357294	0.373807	0.356951	0.449589	0.343124	0.348324	0.347275	0.342477	0.386221	0.270658	0.355970	0.386430	0.387695	0.305990	0.303737	0.410611	0.403541	0.407989	0.411535	0.374467	0.358473	0.267338	0.365638	0.388861	0.366186	0.390016	0.401854	0.412052	0.352549	0.385745	0.295533	0.418821	0.389490	0.372613	0.333428	0.322525	0.330329	0.278341	0.377952	0.379653	0.381660	0.362974	0.391011	0.296457	0.449246	0.379735	0.366065	1.000000	0.414122	0.437520	0.421540	0.316290	0.335161	0.366144	0.387117	0.369611	0.411191	0.429081	0.392178	0.416686	0.380704	0.398349	0.316183	0.318541	0.395401	0.323901	0.359730	0.369215	0.391885	0.372382	0.377696	0.368321	0.316127	0.318875	0.392264	
resentment	0.405613	0.325177	0.336223	0.440848	0.274867	0.237710	0.308227	0.341685	0.331939	0.600284	0.390787	0.453227	0.366936	0.391058	0.348019	0.306762	0.457765	0.324252	0.552738	0.213959	0.406933	0.389207	0.405798	0.353226	0.388194	0.297440	0.447778	0.386193	0.427272	0.463138	0.295926	0.336973	0.394712	0.391863	0.342317	0.279352	0.391448	0.273655	0.327549	0.376776	0.326018	0.448969	0.298285	0.392818	0.387520	0.386658	0.379934	0.375246	0.282450	0.263262	0.488853	0.409289	0.266341	0.342521	0.203920	0.328843	0.275111	0.454847	0.451976	0.412761	0.448027	0.423273	0.371924	0.404542	0.401015	0.450469	0.289002	0.396812	0.396296	0.523424	0.258356	0.346249	0.450059	0.476366	0.373176	0.421409	0.376092	0.444992	0.239769	0.365147	0.366121	0.315916	0.352786	0.371802	0.439579	0.356680	0.376272	0.234102	0.412445	0.281463	0.317444	0.366041	0.376353	0.364515	0.360810	0.399990	0.333922	0.390640	0.405384	0.456802	0.231828	0.414592	0.439019	0.445479	0.414122	1.000000	0.391158	0.451469	0.347461	0.323940	0.395186	0.377720	0.324175	0.465239	0.430605	0.384568	0.408573	0.307574	0.366291	0.277853	0.225843	0.439824	0.313849	0.367487	0.409022	0.445165	0.355000	0.365286	0.432354	0.379153	0.292120	0.409842	
revulsion	0.464035	0.376975	0.441515	0.493990	0.360642	0.380138	0.426294	0.377945	0.436109	0.376634	0.540463	0.509999	0.491508	0.321084	0.421833	0.448600	0.361642	0.457370	0.455702	0.337385	0.462584	0.537257	0.422648	0.401519	0.413910	0.413402	0.316193	0.438520	0.427845	0.471561	0.415919	0.529458	0.491118	0.433286	0.371666	0.380500	0.481433	0.328125	0.411874	0.347566	0.447776	0.431858	0.420887	0.480312	0.453831	0.439016	0.420145	0.426920	0.389944	0.407811	0.454264	0.451261	0.412220	0.378899	0.274271	0.512730	0.421112	0.325239	0.461546	0.428505	0.355121	0.389687	0.484358	0.311659	0.401260	0.423098	0.364434	0.384668	0.370064	0.426151	0.346595	0.333311	0.411987	0.463193	0.462179	0.492137	0.389248	0.357179	0.332921	0.393588	0.470103	0.419013	0.453439	0.558096	0.445337	0.423953	0.442790	0.392216	0.425771	0.476048	0.342504	0.364224	0.393491	0.387051	0.274932	0.419858	0.348588	0.385092	0.382453	0.426707	0.423433	0.384133	0.362007	0.392494	0.437520	0.391158	1.000000	0.513339	0.312381	0.454332	0.301603	0.470103	0.428286	0.437200	0.479208	0.440066	0.442585	0.503752	0.440649	0.387499	0.453941	0.497363	0.366850	0.373305	0.408853	0.531007	0.385440	0.438171	0.354519	0.460860	0.392550	0.438690	
sadness 	0.553332	0.372434	0.440195	0.520722	0.316451	0.404609	0.445255	0.431956	0.469564	0.498451	0.567614	0.494552	0.471783	0.377738	0.435813	0.470817	0.416465	0.436970	0.441422	0.361662	0.486769	0.527607	0.480439	0.435546	0.469028	0.410458	0.407062	0.443969	0.429579	0.548274	0.379640	0.465260	0.498178	0.420819	0.455883	0.391071	0.485211	0.359906	0.485190	0.393471	0.452372	0.450535	0.462221	0.422909	0.480753	0.460114	0.475639	0.396044	0.356706	0.407440	0.524369	0.460619	0.389902	0.414353	0.268994	0.561193	0.471602	0.455525	0.478297	0.460428	0.371640	0.484469	0.448999	0.383878	0.440670	0.504973	0.309092	0.373374	0.395089	0.527109	0.364819	0.346058	0.454971	0.516213	0.468974	0.527666	0.400937	0.403128	0.350237	0.451381	0.543280	0.423797	0.432592	0.503774	0.499936	0.470249	0.469769	0.481936	0.529701	0.472634	0.341032	0.403028	0.372642	0.446151	0.316778	0.431645	0.364561	0.429694	0.415348	0.446347	0.432781	0.440651	0.396487	0.469192	0.421540	0.451469	0.513339	1.000000	0.372338	0.417197	0.326864	0.546887	0.457954	0.417142	0.537313	0.529945	0.474797	0.524849	0.422377	0.362881	0.463107	0.509864	0.411419	0.396895	0.528869	0.521333	0.441504	0.488373	0.428107	0.426363	0.363782	0.471895	
satisfaction	0.366208	0.301515	0.277167	0.343710	0.259911	0.204777	0.300256	0.321047	0.371594	0.344613	0.334415	0.373035	0.348642	0.296746	0.316333	0.339268	0.378293	0.281793	0.318770	0.230414	0.311119	0.332173	0.306972	0.308092	0.327522	0.322403	0.346438	0.340358	0.314797	0.396157	0.270840	0.272220	0.360474	0.291340	0.326778	0.279231	0.354014	0.242341	0.340071	0.324161	0.282002	0.320634	0.258855	0.282391	0.364881	0.379667	0.325122	0.297169	0.249103	0.249486	0.373039	0.297530	0.312655	0.347855	0.163412	0.283059	0.238122	0.328352	0.317744	0.328028	0.318714	0.412184	0.300580	0.337504	0.314766	0.374401	0.246248	0.365350	0.306354	0.360965	0.228486	0.268283	0.373771	0.334949	0.363868	0.324148	0.314206	0.322848	0.265683	0.333934	0.352929	0.284390	0.327673	0.287142	0.349719	0.306347	0.333540	0.209407	0.334568	0.267767	0.353458	0.399227	0.328555	0.314499	0.302169	0.357831	0.278796	0.404744	0.337460	0.300547	0.214485	0.368408	0.349942	0.376065	0.316290	0.347461	0.312381	0.372338	1.000000	0.263964	0.318603	0.331173	0.274401	0.354313	0.371537	0.348747	0.355592	0.293947	0.345239	0.279944	0.227957	0.323455	0.291639	0.299702	0.341068	0.313363	0.278581	0.301314	0.326218	0.249959	0.258328	0.352618	
scorn   	0.428317	0.286518	0.419926	0.464888	0.291187	0.416530	0.396975	0.362945	0.310470	0.281904	0.501634	0.414255	0.307199	0.318896	0.365381	0.412298	0.288716	0.352248	0.375820	0.362401	0.442659	0.506866	0.404299	0.397175	0.322211	0.361761	0.255765	0.369620	0.349401	0.428085	0.336442	0.484902	0.414359	0.291210	0.371942	0.317778	0.411546	0.363848	0.382343	0.263229	0.416800	0.368835	0.458144	0.375665	0.433309	0.388230	0.283085	0.369190	0.315324	0.345302	0.415312	0.427573	0.344868	0.292406	0.328448	0.489388	0.404555	0.268416	0.480556	0.438532	0.275301	0.306344	0.390521	0.304043	0.365987	0.348834	0.245979	0.264848	0.326909	0.355711	0.359446	0.285291	0.351703	0.458167	0.351442	0.485076	0.334014	0.297731	0.343719	0.297269	0.389557	0.408771	0.391967	0.499517	0.408829	0.383538	0.390227	0.445070	0.372240	0.498826	0.266086	0.363336	0.337479	0.379568	0.225496	0.407926	0.322932	0.288969	0.357257	0.375269	0.490696	0.348757	0.282190	0.371342	0.335161	0.323940	0.454332	0.417197	0.263964	1.000000	0.274160	0.468966	0.388948	0.342572	0.436905	0.351346	0.410908	0.533402	0.334136	0.326958	0.502746	0.485878	0.377447	0.291107	0.355542	0.512633	0.350306	0.430147	0.293961	0.454268	0.363247	0.415257	
